train_no,current_delay,station_index,next_delay
12401,86,5,90.8881168536622
12046,100,8,109.23148684701786
12232,117,10,119.71165036494003
12304,79,6,91.59816208322124
12525,69,15,92.03141950316865
12142,71,16,99.54024431214921
12414,24,17,53.985877681266956
12512,81,8,90.2044453234105
12372,88,8,96.68563676059702
12565,11,9,13.800345339982893
12885,14,2,19.512240623274156
12258,58,15,92.02670730861043
12655,25,18,61.19890129495978
12470,104,3,94.81145875555131
12952,108,17,134.44980783076943
12970,25,4,35.797402650866694
12011,46,4,51.96233258095194
12329,31,14,55.52936446784979
12735,9,9,24.88925387088035
12783,15,9,30.268451223165965
12967,70,18,102.48888450505606
12357,16,10,27.36438002470186
12971,22,4,25.940634195722968
12407,25,12,54.478049115054745
12667,84,8,99.7709763328859
12372,85,2,73.10926456099169
12007,6,13,25.742931943681953
12121,13,16,42.346897102360316
12347,78,2,78.66294758557176
12675,116,11,117.26262822973506
12089,6,10,25.125956825412608
12647,8,15,34.82910421710178
12697,114,17,143.2298233714262
12315,47,8,49.91545763015373
12177,71,18,100.36270307746811
12539,113,9,117.73195281325704
12731,58,8,75.54899463138645
12868,86,14,108.38826323176626
12040,92,18,115.87092170371132
12739,81,12,101.16693221664542
12703,94,19,120.65585573345714
12922,93,14,116.69664855619877
12501,115,17,136.3146150455721
12958,38,3,45.47333289384382
12144,98,7,104.38040977563625
12200,17,17,65.60245540345711
12928,58,12,75.93551997291998
12723,105,9,114.41431145810725
12460,102,15,119.40287629142034
12731,16,18,50.413426703773894
12751,13,13,24.1908243292528
12924,30,8,45.32792008270516
12908,23,14,55.41437106474706
12557,98,8,106.18315002299677
12546,107,14,117.73069271011312
12252,59,7,63.09106423645499
12389,44,12,51.44903936421865
12593,97,11,114.19462003432712
12882,2,11,18.7674335364521
12255,36,13,58.256457048938856
12708,42,18,73.03131213836392
12814,39,2,46.53863517829134
12920,89,15,110.5264065898287
12449,54,18,88.64446460053004
12009,86,15,110.13231882073832
12823,107,19,141.09705709980702
12797,38,12,57.00438152748521
12241,14,13,47.94807665252259
12250,119,11,119.17168921800345
